handle,value_created_usd,distribution
ethturin,973.50,initial
luclu,970.00,initial
jierdin,968.78,initial
aliceasuna94,964.93,initial
otherbright,961.24,initial
mikerah,959.70,initial
wysie,959.50,initial
francyfilippini,956.34,initial
kuhnchris,956.02,initial
glitch003,955.97,initial
sstant,953.36,initial
benliong,950.00,initial
defilabs,950.00,initial
gtrminator,950.00,initial
daniyal-24,947.42,initial
jakethepanda,946.33,initial
rmshea,945.32,initial
andygray,944.64,initial
developerkevin,942.03,initial
kelvinlockwood,932.35,initial
zschavi,930.03,initial
zancas,929.37,initial
elliottjobmann,929.16,initial
pggallagher,928.79,initial
afklblockchain,927.60,initial
wurducius,927.60,initial
phraktle,926.35,initial
micheleb,926.00,initial
cervoneluca,925.30,initial
jbrukh,923.08,initial
codinmaster,921.31,initial
liviade1,920.49,initial
kb00100100,920.48,initial
perfectmak,920.10,initial
3esmit,915.83,initial
kevinkelley,910.97,initial
ahoffaxiom,906.68,initial
alancwoo,905.17,initial
cpix18,904.43,initial
n-kort,904.38,initial
theoephraim,904.38,initial
jkrupinski,902.70,initial
shantanu-singh,902.23,initial
poojaranjan,898.98,initial
jollyrogerz,898.52,initial
samsteele01,893.37,initial
kadenzipfel,891.85,initial
bvanderlugt,889.45,initial
chientze,886.95,initial
ivanvpan,884.53,initial
vince0656,882.97,initial
borovan,875.58,initial
deepthinaidu,874.92,initial
ranama,874.92,initial
agbilotia1998,873.28,initial
fly9886,871.95,initial
dustindreifuerst,869.60,initial
seichris,868.27,initial
roundtree-larry,867.33,initial
palevoo,866.53,initial
slgraham,865.93,initial
ltfschoen,865.11,initial
arsena21,864.84,initial
trentelmore,858.78,initial
mainnebula,858.63,initial
shadowqueent,857.73,initial
cirsteve,852.69,initial
jmiehau,851.99,initial
tagomaru,850.85,initial
koeppelmann,848.34,initial
bradysheridan,844.73,initial
millnitzluan,843.35,initial
abittechy,841.35,initial
chernant,840.00,initial
1229458189,839.30,initial
scsaba,834.81,initial
lexcmcqueen,832.20,initial
giovanni-dappa,830.73,initial
cranders1,829.04,initial
evgenyponomarev,818.96,initial
anoof,817.58,initial
localcryptosmichael,816.50,initial
nemani,816.22,initial
panteo92,809.62,initial
izullubiez,806.89,initial
andreid,806.49,initial
lightuponlight,804.59,initial
tboeckmann,802.21,initial
nicolasochem,800.00,initial
kende,799.91,initial
pfilippi24,799.43,initial
sergey-melnychuk,798.58,initial
kevinlilu,797.55,initial
bugduino,797.05,initial
brascoder,795.12,initial
contentcreatorok,793.73,initial
dgtomu,792.87,initial
macguyvar,787.16,initial
fernandomartinelli,783.90,initial
aluisyo,783.21,initial
vpanwar821,782.50,initial
onebotband,780.80,initial
smitrajput,778.23,initial
vdo,778.05,initial
timidan,775.51,initial
pdlla,767.76,initial
lyhistory,766.86,initial
isabelgeek,766.58,initial
benoxmo,762.88,initial
marclijour,758.49,initial
viraj124,757.12,initial
epexa,756.23,initial
crypto-patoruzu,753.73,initial
jvmaia,751.16,initial
logitec1994,750.81,initial
hashingitoutpod,750.52,initial
agiledesign2,750.38,initial
mahim23,750.00,initial
roy1210,750.00,initial
chihchengliang,749.39,initial
adrien-be,746.17,initial
nanshulot,743.01,initial
lsankar4033,743.00,initial
theandre980,741.77,initial
senarma,741.68,initial
dappproletariat,740.95,initial
beaudelair,740.11,initial
trentmc,738.20,initial
moose-code,736.77,initial
7ada,733.60,initial
baldyash,731.21,initial
kamal13afin,729.53,initial
dadahaha2020,727.97,initial
lookfwd,725.61,initial
jpitts,723.90,initial
perfidian,722.00,initial
tpun,721.66,initial
wilzo1,720.94,initial
ethereumfoundationofficial,720.00,initial
nymmixnet,714.85,initial
vimatrel,714.45,initial
lithp,712.50,initial
lucaguglielmi,711.29,initial
gitr0n1n,710.59,initial
omnianalytics,710.49,initial
arnaubena97,708.39,initial
lastperson,708.20,initial
roleengineer,704.16,initial
loganbek,702.90,initial
vladzamfir,702.06,initial
rairyx,701.60,initial
ililic,701.44,initial
corpetty,700.00,initial
rzurrer,700.00,initial
kilic,697.36,initial
saketjee,696.15,initial
vasilistefanenko,695.73,initial
mttmartin,695.54,initial
jezsmith720,692.12,initial
obstropolos,690.29,initial
paullintilhac,687.10,initial
stevesager,685.58,initial
ethereumkev,684.73,initial
viiftw,683.61,initial
kylekemper,682.01,initial
frederikbolding,681.06,initial
petitechoco,680.57,initial
krzysu,680.35,initial
rebasedtoken,680.00,initial
dorgjelli,676.04,initial
seanli,674.70,initial
peekavr,673.94,initial
jdreyespaez,672.74,initial
xiaods,667.61,initial
dongambas,666.60,initial
thomasmetta,666.00,initial
drewharding,665.73,initial
adityapk00,665.01,initial
x00x00,664.57,initial
merit-tech,664.40,initial
timvanmourik,663.78,initial
cryptoblarabi,663.58,initial
eatablewonderful,662.96,initial
xxx420kushalienzxxx,660.90,initial
ivangbi,658.25,initial
xhipster,657.55,initial
naterush,657.07,initial
xutpobah,656.66,initial
alec-sanderson,653.82,initial
kennydoneit,651.54,initial
houjieth,650.52,initial
kostysh,647.79,initial
nickhollins,645.14,initial
0xether,643.66,initial
joshstevens19,642.89,initial
nicola,641.42,initial
darrenlangley,641.06,initial
floating,640.05,initial
ianlachman,638.43,initial
hansie020,637.34,initial
schulz3000,636.62,initial
thowar2,636.21,initial
asjames18,635.13,initial
alet89,634.33,initial
batatsar,634.20,initial
oovg,634.05,initial
kaas,633.00,initial
wu-emma,632.65,initial
cryptonightcanada,632.19,initial
kqryptic,631.83,initial
criticaltv,631.58,initial
draekus,630.01,initial
ebkhalilzadeh,629.79,initial
0xgabi,628.58,initial
krisc,625.38,initial
b4u5,625.19,initial
manualzuru,621.47,initial
jakerockland,620.38,initial
collinjmyers,619.39,initial
aashutoshrathi,619.38,initial
tpscrpt,618.35,initial
hbkmusik,617.32,initial
nikolapintaric,615.07,initial
hydr063n,614.95,initial
nagigithub,614.00,initial
fluffypony,612.75,initial
akersof,611.79,initial
jamescarnley,606.36,initial
sscheper,606.22,initial
melvinalvarez,602.90,initial
jeevanpillay,601.51,initial
skr-v,601.38,initial
stringray55,600.00,initial
juliointhestudio,598.37,initial
vivianacar,598.10,initial
axia-labs,596.09,initial
manyrios,596.08,initial
raza54022,595.88,initial
agnelvishal,595.15,initial
noskovivan,594.68,initial
kanzeparov,594.54,initial
sergeeximius,593.20,initial
lcusack,593.01,initial
cameronfr,592.57,initial
voskcoin,592.25,initial
lukaskywalk,592.00,initial
samovarchik,590.95,initial
b1dr,585.84,initial
viktorliu01,585.83,initial
gichiba,585.49,initial
mdementieva,584.97,initial
arjunbhuptani,584.55,initial
hfsdfkh,583.97,initial
dhayor01,583.74,initial
coderrick,582.82,initial
aantonop,582.75,initial
ryanchrypto,582.27,initial
jonathanmarcus,582.25,initial
fragmnt,581.92,initial
adamstallard,580.63,initial
anthonygraignic,580.36,initial
anonusergitcoin25-pjnzqblixhheymhinfokniuvvxw1amwc,579.82,initial
anonusergitcoin66-loq31ompdaaxiozeiaudfbs0oy5pu1nc,579.82,initial
kylewu,579.81,initial
markusbkoch,578.71,initial
imwatsi,571.18,initial
pventuzelo,570.00,initial
kibagateaux,569.11,initial
nicc938,567.20,initial
lastmjs,566.48,initial
pershingcube,565.25,initial
tymat,561.16,initial
cleanunicorn,560.01,initial
ztnark,559.42,initial
daaab,556.42,initial
daorecords,555.34,initial
shenanigandapp,554.23,initial
luciotato,553.80,initial
scottydelta,553.08,initial
phabc,552.34,initial
sounak98,552.29,initial
jlwaugh,551.48,initial
tshabs,551.36,initial
zeddee,550.17,initial
polycarpik,549.09,initial
kautir,545.79,initial
sternbauer,545.68,initial
nontechnicaldukekim,544.85,initial
isidorosp,543.89,initial
pycckuu,543.09,initial
drae12,541.25,initial
perhamgirl,540.21,initial
anurag-git,540.00,initial
vic-en,539.62,initial
cherideal,538.56,initial
gabtech,538.18,initial
cartermcalister,537.51,initial
anonusergitcoin29-5lcajdadjm8wedenzdqzvckkzckjrmoa,536.87,initial
antoniotrading,535.34,initial
mlai88,534.15,initial
robind57,533.56,initial
provatidis,533.23,initial
timborden,530.97,initial
sizzthehedgehog,530.45,initial
mikedemarais,529.61,initial
nikhil3000,529.12,initial
siftal,525.28,initial
olivercarding,523.74,initial
benlakoff,522.55,initial
amiyatulu,522.46,initial
renaynay,522.12,initial
mikestonecodes,522.06,initial
dotrungkien,521.84,initial
emmaodia,521.10,initial
hammadj,519.02,initial
miguelmartinezinf,518.01,initial
cubicus55,517.38,initial
eabz,516.80,initial
guix77,516.66,initial
cwhinfrey,516.33,initial
zerquix18,516.14,initial
samster91,515.66,initial
atorbmain,515.62,initial
jmcpheron,515.34,initial
crawfordleeds,514.38,initial
sogasg,513.40,initial
noswald,512.38,initial
lucianstroie,511.82,initial
aluhning,511.40,initial
kanej,507.57,initial
cdm,506.94,initial
melove07,506.64,initial
opmcrg18,506.35,initial
cburgdorf,506.02,initial
jakubner,505.86,initial
jdourlens,505.54,initial
supermoonkey,505.17,initial
richardlitt,505.02,initial
raphaeltorresg,504.90,initial
codeslip,504.67,initial
cookies-lu,504.28,initial
edsonalcala,504.24,initial
dbrettrobertson,503.51,initial
dappguy,503.21,initial
krisjpi,502.91,initial
chloethedev,502.49,initial
ramyzhang,502.27,initial
p4u,501.49,initial
cryptowhaler,501.00,initial
virux,500.84,initial
jayeharrill,500.42,initial
48cfu,500.00,initial
avirajkhare00,500.00,initial
brentallsop,500.00,initial
dvdplm,500.00,initial
fishbiscuit,500.00,initial
georgiemathews,500.00,initial
gitcoin,500.00,initial
handsomecodemonkey,500.00,initial
jingyuz,500.00,initial
kwadraxx,500.00,initial
luisberns,500.00,initial
mdhalim,500.00,initial
mduske,500.00,initial
nrryuya,500.00,initial
patrickqpan,500.00,initial
phoenix202020,500.00,initial
psalant726,500.00,initial
robertmcforster,500.00,initial
soma11soma11,500.00,initial
sorpaas,500.00,initial
sun-spring,500.00,initial
wangboy,500.00,initial
dylanjw,499.61,initial
eithcowich,499.60,initial
codi45,498.20,initial
josjo80,497.94,initial
neozaru,497.93,initial
bcpowerup,495.51,initial
sidzu,494.57,initial
voith,494.24,initial
kimchristopher,493.87,initial
christinerpm,491.68,initial
kclowes,491.00,initial
amadeobrands,490.00,initial
xiaoran88,490.00,initial
marcgarreau,488.75,initial
zzomrot,487.51,initial
fodisi,487.20,initial
jiecut42,483.12,initial
erikdeuce,482.63,initial
murduk,481.50,initial
bdresser,480.65,initial
ewasegun,480.47,initial
globalsg,480.00,initial
smiley1983,480.00,initial
bwtimmermans,479.92,initial
jdorfman,479.03,initial
eden-airlines,478.60,initial
esengulov,478.45,initial
sergejmueller,478.25,initial
pangelo,478.11,initial
suhailgme,475.62,initial
nakadaole,475.14,initial
gavinandresen,475.00,initial
ibbysmalls,475.00,initial
loongy,475.00,initial
m-5m,475.00,initial
miki-bgd-011,475.00,initial
sarahwadek,474.15,initial
evanmue,473.99,initial
protolambda,472.59,initial
zolmeister,472.33,initial
panekkkk,472.06,initial
kelsos,471.15,initial
zero-down2018,468.17,initial
dcd018,467.18,initial
mdcoon,466.76,initial
wadek2,465.34,initial
smona,464.39,initial
ethisthebest,463.67,initial
lev-bit,461.02,initial
nnooo,460.76,initial
julien51,459.81,initial
cryptoouf-blog,459.56,initial
atfornes,458.27,initial
naga2727,457.78,initial
ouiam-dot,457.06,initial
agusx1211,456.26,initial
njgheorghita,456.00,initial
rghadamian,455.99,initial
vinhyenvodoi98,455.15,initial
jordipainan,454.91,initial
thach4567,454.76,initial
janrum,454.69,initial
mannyp2k4,453.34,initial
nika-chan,452.54,initial
cinnabarhorse,452.20,initial
kziemianek,451.10,initial
alialiwa2005,450.80,initial
coopahtroopanew,450.42,initial
adexnetwork,450.00,initial
pacamara,450.00,initial
safareli,450.00,initial
evgeth,447.76,initial
m7ammad91,442.54,initial
eristoddle,442.21,initial
jonnyburger,441.50,initial
ve-p,440.50,initial
sea212,440.34,initial
nimbusnerd,438.68,initial
catageek,437.80,initial
denisdesimon,436.97,initial
leonardohofling,436.06,initial
brianmillsjr,435.19,initial
ryan-gordon,434.27,initial
yenda,433.00,initial
alsco77,432.19,initial
jtraversa,429.46,initial
luiserebii,429.14,initial
wswarren12,428.94,initial
simonmanka,427.50,initial
stacketh,427.50,initial
leanlars,427.25,initial
monikapan,427.03,initial
gane5h,426.92,initial
andy92pac,425.80,initial
iazigit,425.17,initial
rocketbabay,424.64,initial
rsercano,424.51,initial
cellog,424.14,initial
madu-rosh,423.92,initial
pascuin,422.73,initial
shanefontaine,421.09,initial
dgilliams,420.31,initial
whalelephant,420.00,initial
mariopino,419.00,initial
picnicbear,418.75,initial
mohamedhayibor,418.07,initial
j0ker1234,417.66,initial
shad-k,417.55,initial
miscreant1,414.94,initial
shawnharmsen,414.08,initial
yamangarg18,413.78,initial
tezansahu,413.75,initial
pzolaem,413.64,initial
kvndlgs,413.57,initial
kkeaveney,413.22,initial
sameer2800,412.89,initial
schwartz10,412.78,initial
iambecomejeff,411.35,initial
sethginns,411.35,initial
jjperezaguinaga,410.64,initial
chainxa,410.00,initial
quazia,408.26,initial
jbci,407.52,initial
brucethegoose827,407.07,initial
nearnshaw,406.32,initial
paulbb3,406.18,initial
niinpatel,405.07,initial
katzdan,405.00,initial
vird,405.00,initial
official-mitchell,404.94,initial
matko95,404.00,initial
gaurav-gggaurav-s99gauravs99,400.84,initial
mukulverm4,400.66,initial
experimentswithcode,400.17,initial
cryptnotiq,400.00,initial
h3ph4est7s,400.00,initial
onthejourneywisdom,399.97,initial
dantrxdev,399.10,initial
ekram-syed,398.98,initial
steviedeeee,398.81,initial
chinadefi,397.64,initial
cryptonautica,397.26,initial
tvanepps,397.02,initial
dannydesert,396.74,initial
darktrollcoin,396.42,initial
yzyfinance,396.08,initial
arthur0x,396.04,initial
nuttycom,395.97,initial
kevinweaver,395.67,initial
jhedglin,395.11,initial
readreed,395.10,initial
skywhirl,393.50,initial
friedger,393.40,initial
milkyklim,393.23,initial
zheli,392.85,initial
cs79,392.47,initial
hakimelek,392.34,initial
psybull,390.93,initial
evert0x,390.48,initial
pascalvanhecke,389.87,initial
calpoog,389.68,initial
acedabook,388.92,initial
elonnakamoto,387.79,initial
oliveiralinda,387.76,initial
fuguefoundation,387.20,initial
mlemmlem1530,386.58,initial
bjekjik,386.19,initial
adrian798,385.87,initial
rostyslavbortman,383.93,initial
5fiftyseven7,383.89,initial
freespirit,382.88,initial
vkajic,382.48,initial
theporpoise,382.10,initial
wschwab,382.07,initial
cotraders,381.42,initial
paddymc,380.94,initial
kikijo,380.68,initial
liamzebedee,380.55,initial
denniswon,380.50,initial
drcmda,379.45,initial
bobthebuidler,379.39,initial
jboner28,379.11,initial
ajbealeth,378.87,initial
mwbrulhardt,378.07,initial
sohkai,378.00,initial
authereum-dev,377.50,initial
endro-00,377.07,initial
insiderq,377.07,initial
pawanjay176,376.80,initial
nedelescuvlad,376.56,initial
stakeybakey,376.04,initial
grana69,376.02,initial
djosey,376.00,initial
anonusergitcoin40-e3mfgklnokfqennhfjjbbisgvazkx3uj,375.81,initial
carlosescom,375.00,initial
okkrass,375.00,initial
mateodaza,374.69,initial
marvinkruse,373.98,initial
mjpowersjr,373.89,initial
jasondrogo,373.03,initial
armandogaytan,372.75,initial
johnallen,372.31,initial
cojocaru,372.30,initial
fatchicksonly,371.76,initial
bh2smith,371.15,initial
brunitob,370.58,initial
shwinky789,370.50,initial
mohoff,370.49,initial
aokoro18,370.40,initial
enenra06,370.33,initial
tranchien2002,369.86,initial
worlock097,369.20,initial
morelazers,368.14,initial
funlyonions,367.88,initial
orbro,367.86,initial
arku,367.75,initial
flcavqueiroz,367.18,initial
bpack2020,367.17,initial
opz,366.94,initial
vshvsh,366.50,initial
amirvisionary,366.24,initial
sin5a,365.57,initial
sprimage,365.11,initial
delitzer,364.61,initial
sirlupinwatson1,363.35,initial
biocom,363.03,initial
crptmppt,362.99,initial
reubenb13,362.82,initial
kargakis,362.18,initial
lukasschor,360.83,initial
more-decentral,360.83,initial
mrchico,360.83,initial
pandahacker,360.83,initial
rafanator,360.83,initial
thegiantswan,360.83,initial
whalesharkdotpro,360.83,initial
silkenel,360.80,initial
ankitchiplunkar,360.45,initial
ezraweller,360.29,initial
0xdust,359.93,initial
john-packel,359.93,initial
legarygary,358.72,initial
calebsheridan,358.66,initial
brennanfife,357.87,initial
betosmith2000,357.53,initial
mjluck,357.08,initial
pol-lanski,356.23,initial
tiramisu77,355.81,initial
mrdavey,355.71,initial
shayanb,354.99,initial
nathsmar,354.05,initial
annamsgeorge,353.22,initial
dvdptr,353.20,initial
farahbrunache,352.00,initial
shailysangwan,351.76,initial
hubris,351.30,initial
mjkeating,350.85,initial
quintinbrooks,350.75,initial
aranhaagency,350.45,initial
kyrrui,350.00,initial
n0name-sw3,350.00,initial
portuno,349.51,initial
hectorzarate,348.34,initial
igetgames,347.51,initial
vikaskyadav,347.46,initial
iwannawin,346.59,initial
mrarashel,345.63,initial
karaidon,345.52,initial
gazfilm,344.40,initial
davidiach,344.27,initial
oldas1,344.14,initial
lijiang2087,342.96,initial
marcos-skale,342.80,initial
avaagen,342.79,initial
conurtrol,342.79,initial
durrrmf,342.79,initial
julio77,342.79,initial
lazarc,342.79,initial
martijnvanrooij,342.79,initial
stinkymonkeyph,342.11,initial
ruyan768,342.00,initial
lzzp,341.98,initial
mastacs,341.53,initial
jonathanpopham,341.05,initial
spenceryang,340.63,initial
rsthornton,340.44,initial
soloexplorersolexplorer,340.25,initial
b-m-f,340.00,initial
blockchayne,339.62,initial
pengiundev,338.34,initial
vschernoff,337.82,initial
efrainleuck,337.62,initial
gracerachmany,337.26,initial
speedyfixer,336.96,initial
pablocgl,336.90,initial
postnzt,336.87,initial
ninabreznik,336.83,initial
kn,335.47,initial
travelingtechguy,334.46,initial
wawhal,334.35,initial
frippo40,333.90,initial
crypt0snews,333.38,initial
henrystats,333.25,initial
bootstrapjsplus,333.22,initial
nathansenn,333.06,initial
rjlg,333.05,initial
lfc052505,333.02,initial
davis12529,333.00,initial
bkatsnel,332.54,initial
dbbionic,332.50,initial
anonshad0w,331.74,initial
pvgupta24,331.21,initial
bradford-hamilton,330.14,initial
ph5500,330.00,initial
sofiad-collab,329.80,initial
amishmanish,329.35,initial
matimaone1,329.31,initial
lukaszgrynasz,328.86,initial
coblee,327.85,initial
akv0,327.23,initial
arturou,327.11,initial
rligorio,327.06,initial
animufi,325.91,initial
jessicazartler,325.88,initial
daln,325.74,initial
dandevel,325.37,initial
ritzdorf,325.24,initial
kapsonlabs,325.05,initial
koder-abc123,325.00,initial
tom190,324.75,initial
pepoospina,324.72,initial
rmeissner,323.72,initial
amberinitiative,322.91,initial
franzihei,322.90,initial
zhev89,322.72,initial
bitcoinera,321.94,initial
gdipri01,321.63,initial
animeshpandey,320.51,initial
nighthawk24,320.01,initial
diegoelias94,319.82,initial
pemulis,319.34,initial
vamsiraju,319.00,initial
les5more,318.16,initial
walidm95,317.96,initial
cryptocent1,317.88,initial
lex-node,316.65,initial
tayvano,316.51,initial
jim-toth,316.27,initial
brentoneill,315.60,initial
tschubotz,315.11,initial
dogmomx2,314.45,initial
yt-1992,314.27,initial
dconroy,313.79,initial
astro-hsu,313.61,initial
bartkeeper,313.61,initial
matlemad,313.45,initial
mbeacom,313.36,initial
nklipa13,313.35,initial
sherlockhouse,313.05,initial
zen2see,312.01,initial
arnaucube,311.79,initial
thegametheorist,311.79,initial
jamesray1,311.43,initial
thegostep,310.64,initial
